attendance,study_hours,past_failures,assignments_completed_pct,parental_education,family_income,extracurricular,internet_access,previous_grade,final_score
65.18,7.3,4,75.21,Secondary,High,Yes,Yes,54.1,47.17
56.4,5.46,2,84.33,Higher,High,No,Yes,70.59,55.9
77.44,14.26,3,100.0,Primary,Low,No,Yes,81.98,92.22
100.0,7.87,2,100.0,none,Low,No,Yes,29.13,79.55
86.0,8.33,4,97.08,Secondary,High,Yes,No,77.63,100.0
100.0,5.88,0,91.03,Secondary,High,Yes,Yes,63.84,81.0
40.1,6.29,0,79.19,Secondary,Low,Yes,Yes,60.48,65.6
36.44,7.16,3,60.95,Secondary,Low,No,Yes,56.05,37.49
100.0,7.34,0,91.41,Primary,Low,No,Yes,17.97,70.41
77.6,6.88,3,99.3,Secondary,High,No,Yes,70.13,74.79
86.68,3.48,3,58.15,Secondary,Medium,Yes,Yes,62.67,46.33
74.33,7.8,5,65.13,Higher,Low,Yes,No,85.55,75.65
79.88,2.49,3,78.69,Higher,Low,No,Yes,98.61,63.23
92.2,6.23,1,67.58,Secondary,Low,No,Yes,57.71,54.74
81.32,0.41,3,9.06,Higher,Medium,No,Yes,100.0,40.26
60.72,8.03,2,100.0,Secondary,High,Yes,Yes,72.83,73.56
100.0,1.25,1,100.0,Primary,Low,No,Yes,76.56,72.27
77.36,9.73,2,54.82,Secondary,Low,No,Yes,80.69,81.04
70.01,2.89,3,58.72,Secondary,Medium,No,Yes,96.91,48.99
66.36,8.58,3,72.45,Higher,Low,No,Yes,36.78,68.03
83.52,12.18,4,59.58,Higher,High,Yes,Yes,98.12,53.43
68.94,11.86,0,94.39,none,Low,Yes,Yes,93.75,95.82
24.27,5.68,0,99.42,Secondary,High,No,Yes,70.33,54.47
68.65,6.2,3,60.89,Secondary,Low,No,Yes,70.6,58.91
47.92,3.83,1,81.56,Secondary,High,No,Yes,79.24,38.1
81.69,6.24,0,72.78,Secondary,High,No,Yes,49.23,65.37
74.25,2.95,2,87.94,Secondary,Low,Yes,Yes,95.48,45.21
58.4,8.88,0,100.0,Higher,Medium,No,Yes,100.0,74.67
98.53,3.53,4,49.12,Secondary,High,No,Yes,56.31,50.19
73.24,10.74,1,89.7,Higher,Low,Yes,Yes,92.48,100.0
65.58,4.67,1,48.83,Higher,High,No,Yes,20.03,33.18
65.95,4.59,1,100.0,Secondary,High,Yes,Yes,66.76,56.47
65.39,3.83,3,59.41,Primary,Low,Yes,No,80.2,40.34
87.67,3.34,1,47.61,Secondary,Low,Yes,No,71.56,60.39
55.51,8.7,0,81.13,Secondary,High,Yes,Yes,86.72,73.06
76.76,12.44,0,41.37,Secondary,Low,Yes,Yes,100.0,65.44
62.4,5.94,3,73.4,Secondary,Low,Yes,Yes,100.0,62.19
58.92,5.59,1,75.31,Primary,Medium,No,Yes,89.45,60.75
86.82,5.56,1,46.02,Secondary,High,Yes,Yes,73.46,47.18
51.62,15.0,4,96.83,Primary,High,Yes,Yes,49.83,55.66
88.02,0.0,2,100.0,Higher,High,Yes,Yes,97.56,61.98
82.74,8.4,4,85.74,Secondary,Low,No,Yes,88.65,71.52
100.0,3.37,3,56.44,Secondary,Low,No,Yes,69.19,45.52
31.03,11.89,4,93.86,Secondary,High,Yes,Yes,90.03,77.23
100.0,10.86,4,74.02,Secondary,Low,No,Yes,59.25,96.67
67.44,10.96,3,100.0,Secondary,Low,Yes,Yes,54.37,63.83
30.31,5.89,5,71.85,Secondary,Low,Yes,Yes,66.0,28.09
58.52,5.43,2,53.3,Secondary,High,No,Yes,100.0,54.45
87.8,1.85,2,55.44,none,High,Yes,Yes,72.69,39.09
72.85,8.03,1,98.73,Secondary,High,No,Yes,26.35,69.52
100.0,4.15,3,78.93,Primary,Low,No,Yes,91.35,85.68
66.54,0.72,2,72.54,Secondary,Medium,No,Yes,75.63,41.31
74.16,0.78,0,94.03,Secondary,Low,Yes,Yes,52.03,66.93
70.38,7.5,1,48.56,Higher,Medium,Yes,Yes,58.87,70.85
49.46,0.0,3,34.97,Secondary,Medium,Yes,No,79.68,38.91
74.28,9.13,4,100.0,Secondary,Low,No,Yes,81.93,83.7
69.52,6.01,1,100.0,Secondary,Low,Yes,Yes,70.31,55.54
77.19,6.79,0,67.86,Secondary,Low,No,Yes,89.78,70.9
76.48,5.6,3,100.0,Secondary,Medium,Yes,Yes,31.18,76.66
75.04,2.47,3,91.46,Secondary,High,No,Yes,78.57,61.65
77.41,0.0,0,74.03,Secondary,Low,Yes,Yes,85.21,53.7
100.0,12.08,1,5.41,Secondary,Low,Yes,Yes,57.73,61.92
50.56,2.01,0,97.87,Higher,Low,No,Yes,59.04,43.27
56.9,7.16,3,95.06,Secondary,Low,No,Yes,81.84,61.37
100.0,0.0,5,92.16,Primary,Medium,No,Yes,95.57,67.58
100.0,6.57,0,36.47,Primary,Medium,No,Yes,100.0,71.98
81.47,5.04,0,100.0,Secondary,Medium,Yes,Yes,57.47,88.31
100.0,12.48,1,73.21,Secondary,Low,Yes,Yes,84.14,96.23
87.22,2.61,0,84.14,Primary,High,No,Yes,46.67,49.55
100.0,8.92,0,43.63,Higher,Low,No,Yes,41.5,61.59
100.0,10.84,2,65.12,Secondary,Medium,No,Yes,95.4,91.1
100.0,1.47,1,75.41,Secondary,Low,No,Yes,97.08,62.3
46.29,0.23,2,82.45,Primary,Low,No,Yes,96.81,63.1
91.71,12.73,4,85.12,Secondary,Low,Yes,Yes,50.97,88.3
72.92,6.1,5,36.13,Primary,Low,No,No,58.86,26.4
41.54,5.56,4,100.0,Secondary,Low,Yes,Yes,75.08,61.92
100.0,10.93,0,98.18,Secondary,Low,Yes,Yes,52.76,85.57
100.0,8.32,5,57.06,none,Medium,Yes,Yes,94.73,85.53
71.37,9.34,4,90.08,Secondary,Medium,Yes,Yes,69.64,59.84
59.56,8.31,5,75.53,none,High,Yes,Yes,79.99,53.11
76.45,3.96,3,73.21,Higher,Low,No,Yes,33.49,54.62
29.64,10.13,4,100.0,Higher,Low,Yes,Yes,50.35,44.69
41.32,8.07,1,86.95,Primary,Low,No,Yes,59.8,58.35
67.51,5.16,1,47.56,Secondary,High,Yes,Yes,52.4,64.48
90.39,4.28,2,66.18,Primary,Low,Yes,Yes,86.64,54.56
70.37,5.1,4,89.29,Higher,Low,No,Yes,81.85,71.06
61.1,10.04,3,57.05,Secondary,Low,No,Yes,66.34,53.83
54.3,6.22,1,73.13,Higher,Low,No,Yes,90.45,60.72
100.0,6.78,0,100.0,Higher,Medium,No,Yes,100.0,76.44
48.15,4.53,1,55.16,Higher,Medium,Yes,Yes,92.89,58.12
29.3,5.16,5,100.0,Primary,Low,Yes,Yes,67.08,58.23
60.61,,2,69.46,Secondary,Low,Yes,Yes,76.0,66.1
87.95,11.19,0,86.71,Higher,Low,Yes,Yes,50.16,90.21
77.7,8.96,0,65.35,Higher,High,Yes,Yes,82.25,76.54
56.23,11.19,0,100.0,Secondary,High,No,Yes,71.82,75.92
79.81,11.86,2,68.29,Secondary,High,No,No,84.89,73.07
100.0,5.26,0,39.73,Primary,Medium,No,Yes,43.38,62.71
80.1,9.51,2,73.38,Secondary,Low,No,Yes,83.48,74.42
78.85,5.48,0,61.84,Higher,High,No,No,67.87,69.79
78.93,9.13,2,53.57,Higher,Medium,No,Yes,92.6,56.59
56.35,0.0,0,100.0,Higher,Medium,No,Yes,99.65,62.08
86.24,6.55,0,77.31,Secondary,Low,No,Yes,100.0,73.08
100.0,1.52,0,76.92,Higher,Medium,No,Yes,68.11,62.43
100.0,6.53,3,86.37,Higher,High,Yes,No,80.03,60.03
85.74,10.46,2,82.58,Secondary,High,No,Yes,75.91,89.84
75.37,0.0,2,100.0,Secondary,Low,No,Yes,100.0,81.12
100.0,0.52,3,100.0,Secondary,Medium,Yes,Yes,48.82,60.31
78.01,9.05,2,85.93,Higher,Low,No,Yes,55.89,76.84
62.9,3.4,0,80.98,Secondary,Medium,No,Yes,94.93,66.35
57.77,0.78,1,86.71,Secondary,Low,Yes,Yes,68.8,66.55
54.91,0.0,4,84.34,Primary,Medium,No,Yes,93.41,42.18
62.42,10.79,1,61.26,none,Low,Yes,Yes,94.52,66.92
100.0,7.6,0,62.21,Secondary,Medium,No,Yes,78.33,63.91
56.08,3.81,3,59.76,Secondary,Low,No,Yes,98.78,65.28
100.0,10.93,0,74.34,Secondary,Low,No,Yes,62.17,78.2
69.87,8.06,1,84.51,Secondary,Medium,No,Yes,84.16,93.78
100.0,7.17,0,66.53,Higher,Low,No,No,57.57,65.19
48.03,6.11,2,26.1,Higher,Low,No,Yes,87.74,50.23
74.55,6.63,2,80.49,Higher,Medium,No,Yes,97.66,80.11
34.6,1.04,2,90.68,Secondary,Medium,Yes,Yes,76.58,57.6
75.55,5.63,0,78.35,Higher,High,No,Yes,21.38,45.49
94.67,0.0,0,60.12,Primary,Medium,No,Yes,100.0,64.31
99.17,6.46,1,8.2,none,Low,Yes,Yes,34.93,59.22
74.89,5.87,4,100.0,Primary,Low,Yes,No,69.55,80.72
66.04,5.23,2,51.0,Secondary,High,Yes,Yes,34.43,43.48
77.18,9.92,3,83.66,Secondary,Low,No,No,70.23,56.54
60.7,8.15,0,80.25,Primary,Medium,Yes,No,84.87,85.44
60.66,9.64,2,64.43,Higher,High,Yes,Yes,89.62,70.44
64.8,5.4,2,79.44,none,High,No,Yes,53.63,50.44
80.7,5.26,2,49.86,Secondary,Medium,Yes,Yes,85.07,52.91
100.0,5.05,3,100.0,Secondary,Low,No,Yes,96.96,81.42
100.0,6.56,2,58.61,Secondary,Low,Yes,Yes,35.87,53.04
67.03,4.99,0,32.62,Secondary,Medium,Yes,Yes,70.45,60.38
54.62,7.38,1,68.62,Secondary,Low,No,Yes,94.07,72.81
56.68,3.54,4,77.26,Higher,Low,No,Yes,70.0,53.3
38.02,6.83,0,80.41,Higher,Low,Yes,No,58.21,59.27
93.2,8.15,0,68.4,Higher,Medium,Yes,Yes,85.24,73.1
40.16,13.7,1,77.69,Secondary,High,No,Yes,53.28,68.57
18.55,12.84,0,100.0,Primary,Low,Yes,Yes,100.0,80.24
,4.03,1,28.11,none,Low,Yes,Yes,86.38,46.22
92.14,4.77,1,86.42,Higher,High,Yes,Yes,88.87,78.71
47.98,5.12,0,100.0,Secondary,Low,Yes,Yes,84.95,54.13
82.56,2.82,1,100.0,none,High,Yes,No,90.06,78.67
42.04,4.26,2,100.0,Higher,Low,No,Yes,62.13,75.84
72.57,6.39,0,77.87,none,High,Yes,No,79.33,81.27
83.97,11.26,3,92.86,none,High,Yes,Yes,100.0,94.08
92.34,15.0,4,90.33,Secondary,Medium,No,Yes,94.9,77.95
84.9,3.23,0,39.98,Secondary,Medium,No,Yes,67.28,58.83
27.64,0.0,1,81.33,Secondary,Medium,No,Yes,60.83,30.71
82.56,5.14,2,57.93,Secondary,Low,Yes,Yes,85.81,71.41
100.0,6.69,2,60.04,Secondary,Medium,No,No,55.11,76.16
84.82,3.6,4,100.0,Higher,Low,Yes,No,100.0,78.9
40.37,7.29,2,89.93,Secondary,Low,No,Yes,81.63,27.03
57.25,2.8,0,48.75,Higher,Medium,Yes,Yes,70.45,43.91
62.21,5.0,5,96.2,Higher,Medium,Yes,Yes,83.91,58.39
16.71,7.29,3,84.1,Secondary,Low,No,Yes,83.38,64.03
77.52,6.5,0,89.96,Secondary,Medium,No,Yes,83.62,79.95
66.24,1.24,3,99.13,Higher,High,No,Yes,100.0,42.22
67.41,5.23,2,100.0,Higher,Medium,Yes,Yes,88.2,81.09
71.89,3.36,3,57.66,Secondary,Medium,Yes,Yes,100.0,58.75
56.95,9.96,3,46.65,none,Medium,Yes,Yes,55.14,83.65
96.38,9.84,1,60.14,Secondary,Medium,Yes,No,35.24,70.63
79.6,12.77,4,62.93,Secondary,High,Yes,Yes,100.0,81.03
61.66,4.8,2,87.23,none,High,Yes,Yes,73.46,44.98
86.12,6.84,3,68.49,none,Low,Yes,Yes,96.34,84.55
83.89,7.38,5,100.0,none,Low,Yes,Yes,63.26,55.8
51.13,12.41,4,100.0,Primary,High,No,No,100.0,81.09
70.68,12.29,0,95.44,Secondary,Low,No,No,57.7,81.12
70.64,3.89,0,34.61,Higher,Medium,No,Yes,100.0,61.44
60.37,2.29,0,100.0,Secondary,Low,Yes,Yes,84.6,45.47
41.08,0.0,0,100.0,Primary,Medium,No,Yes,100.0,49.08
59.59,6.57,0,94.46,Secondary,Medium,No,Yes,55.08,54.68
100.0,7.89,4,100.0,Higher,Medium,No,Yes,81.69,75.07
58.77,3.62,0,56.15,Secondary,Medium,Yes,Yes,93.24,47.17
97.47,2.64,3,96.52,Secondary,Low,Yes,Yes,100.0,79.49
74.12,11.76,0,77.44,Higher,Medium,No,Yes,100.0,88.8
79.19,4.25,4,62.7,Primary,High,No,Yes,94.87,61.64
44.4,6.21,1,78.26,none,Low,No,Yes,88.82,56.27
100.0,10.81,3,87.55,Secondary,Medium,No,Yes,69.32,71.34
100.0,0.0,5,85.51,Secondary,Medium,Yes,Yes,33.04,57.23
57.55,12.95,1,89.22,none,Medium,Yes,Yes,67.01,88.72
100.0,2.67,0,29.43,Secondary,High,Yes,Yes,65.7,41.03
43.27,2.57,4,100.0,Higher,Medium,No,Yes,86.74,40.3
73.65,4.88,2,29.18,Primary,Low,Yes,Yes,80.92,55.42
45.69,10.55,2,41.59,Primary,Medium,Yes,Yes,100.0,57.92
84.44,9.23,0,46.09,Higher,Low,Yes,Yes,62.83,50.39
69.9,7.69,1,74.95,Higher,Medium,No,Yes,100.0,88.88
73.73,4.4,4,71.79,Higher,Medium,Yes,Yes,72.4,55.96
100.0,10.62,2,71.57,Primary,Medium,No,Yes,34.98,77.28
100.0,2.63,2,82.59,none,High,Yes,No,100.0,79.96
70.69,14.04,0,59.38,Primary,Low,Yes,Yes,44.72,74.94
100.0,10.35,1,66.04,Secondary,Low,Yes,Yes,80.52,78.59
100.0,7.8,4,54.92,Higher,Low,Yes,Yes,45.84,56.15
100.0,0.0,3,37.83,Secondary,Medium,Yes,No,62.63,58.31
78.69,5.03,2,88.42,Secondary,Low,No,Yes,100.0,83.97
83.26,9.54,0,91.65,Secondary,Low,No,No,45.69,77.38
67.91,7.1,4,100.0,Higher,Medium,No,Yes,82.26,84.28
100.0,11.88,3,93.3,Secondary,Medium,Yes,Yes,33.38,57.43
84.98,7.85,5,58.61,Secondary,Low,No,Yes,100.0,62.27
72.95,4.96,4,61.97,Secondary,Low,No,Yes,90.89,68.81
87.58,4.04,0,87.72,Secondary,Low,No,Yes,86.61,74.12
81.79,9.82,2,79.7,Secondary,Low,No,No,100.0,81.39
100.0,8.99,2,59.66,Secondary,High,No,Yes,53.0,72.36
74.45,7.51,0,66.04,Secondary,Low,Yes,No,34.66,74.44
,0.0,1,55.28,Secondary,Low,Yes,Yes,69.4,64.55
72.01,8.17,5,23.13,Secondary,High,Yes,Yes,98.68,44.17
32.81,2.7,0,41.24,Higher,Medium,No,No,68.25,33.14
75.04,4.58,3,66.04,Higher,Medium,No,No,84.22,62.09
96.34,1.07,3,95.1,Primary,Medium,No,Yes,77.06,75.98
78.4,12.18,0,100.0,Higher,Medium,Yes,Yes,40.74,84.75
,5.07,2,100.0,none,High,No,Yes,100.0,49.41
100.0,7.79,1,92.76,Secondary,High,Yes,Yes,93.63,99.88
45.26,8.81,2,70.3,Secondary,Low,No,Yes,100.0,57.62
55.68,4.34,1,25.74,Higher,Low,No,Yes,80.02,44.29
46.87,2.59,1,71.88,Higher,Medium,Yes,Yes,100.0,56.39
49.09,4.88,0,100.0,Secondary,Medium,No,Yes,80.8,54.02
76.12,6.77,3,65.58,Secondary,Low,No,Yes,73.48,62.59
90.27,11.02,0,99.17,Primary,High,No,Yes,84.73,83.51
60.33,4.69,5,87.49,Higher,High,No,Yes,76.77,37.89
89.11,3.54,4,81.29,Secondary,Medium,No,No,100.0,75.38
94.23,5.12,0,100.0,Higher,Low,Yes,Yes,100.0,87.89
66.78,8.92,1,100.0,none,Medium,Yes,No,66.13,89.91
37.15,4.21,3,52.53,Secondary,Medium,Yes,Yes,94.69,39.92
100.0,5.91,3,80.86,Secondary,Medium,Yes,Yes,44.78,57.67
58.23,2.53,2,71.86,Secondary,Low,No,Yes,56.71,30.11
19.75,5.29,1,72.27,Secondary,Low,No,Yes,78.54,63.59
65.27,3.71,2,81.26,Secondary,Low,Yes,No,84.53,58.83
89.59,6.38,2,60.83,Secondary,High,Yes,Yes,90.88,81.29
93.34,6.11,0,58.73,Secondary,Low,Yes,Yes,37.44,69.89
46.58,14.46,0,73.62,Secondary,Medium,No,Yes,100.0,84.93
28.78,3.22,0,81.81,Secondary,Low,Yes,Yes,82.2,29.47
82.65,0.0,0,88.62,none,Low,No,Yes,100.0,75.1
87.92,7.49,5,78.15,Secondary,High,Yes,Yes,59.81,70.13
100.0,8.43,3,100.0,Primary,Medium,No,Yes,55.71,74.31
100.0,7.01,5,78.48,Secondary,Medium,Yes,Yes,45.08,53.79
78.67,6.8,0,100.0,Secondary,Medium,Yes,Yes,83.77,79.24
52.04,13.04,0,48.63,Secondary,Low,Yes,Yes,86.22,82.84
62.93,8.95,3,71.14,Primary,Medium,Yes,Yes,49.73,56.15
68.93,10.57,3,57.32,Secondary,Medium,Yes,Yes,100.0,71.84
52.12,5.12,3,69.48,Higher,Low,Yes,Yes,68.23,62.61
100.0,10.01,5,73.76,Secondary,Low,No,No,100.0,67.25
100.0,3.97,0,91.4,Secondary,High,Yes,Yes,83.41,74.35
40.1,9.57,4,43.43,Secondary,Low,No,Yes,100.0,39.43
66.96,6.16,2,51.75,Higher,High,No,No,87.0,59.99
100.0,11.28,2,84.09,Secondary,Low,Yes,Yes,81.1,70.81
100.0,3.19,4,34.05,Secondary,Low,Yes,No,100.0,70.35
79.71,5.74,1,68.73,Higher,High,No,Yes,67.72,81.99
100.0,1.27,4,54.41,Secondary,Low,Yes,Yes,60.27,30.73
100.0,5.79,2,86.26,none,Low,No,Yes,100.0,89.37
77.37,4.41,1,72.36,Secondary,Low,Yes,Yes,100.0,60.75
41.08,8.9,0,99.54,Secondary,Medium,Yes,Yes,70.31,58.06
96.49,2.73,4,42.45,none,Low,Yes,Yes,74.49,62.33
97.79,0.0,0,94.89,Secondary,Medium,No,Yes,91.31,52.91
49.86,4.6,0,67.61,none,Low,Yes,Yes,39.81,40.94
81.51,4.31,3,75.4,Secondary,Low,Yes,Yes,85.42,67.77
55.23,7.39,0,89.17,Primary,Low,Yes,Yes,54.07,59.97
33.88,6.4,0,54.15,none,Low,No,Yes,22.98,42.05
80.52,,3,72.72,Primary,High,Yes,Yes,89.85,61.93
100.0,8.86,2,100.0,Primary,Low,Yes,Yes,59.41,62.36
83.03,4.84,0,100.0,Secondary,Medium,No,Yes,44.78,75.07
79.42,11.21,3,76.02,Primary,High,No,Yes,90.35,74.81
41.68,7.82,1,88.06,Higher,Medium,Yes,Yes,94.39,84.93
90.71,,3,57.37,Secondary,Medium,No,Yes,99.64,67.26
61.16,8.71,3,60.66,Secondary,Medium,No,Yes,65.61,74.7
55.55,5.94,3,81.66,Secondary,Low,Yes,Yes,100.0,52.9
97.06,1.54,0,57.68,Higher,Medium,Yes,Yes,100.0,62.97
44.61,7.67,2,64.71,Secondary,Low,No,Yes,96.51,56.97
69.7,3.81,0,62.64,Secondary,Medium,Yes,Yes,59.49,64.67
46.3,5.58,2,66.58,Secondary,High,No,Yes,78.82,54.33
67.51,3.81,2,100.0,Secondary,High,No,Yes,56.75,67.21
20.2,5.69,1,71.87,Secondary,Low,No,No,100.0,52.32
88.54,5.53,5,100.0,Secondary,High,No,Yes,59.6,83.42
84.75,6.06,4,91.92,Primary,Medium,Yes,Yes,77.55,77.12
100.0,7.8,3,98.25,Primary,Low,Yes,Yes,78.18,75.22
81.06,5.55,2,73.51,Secondary,Low,No,No,41.73,54.15
52.45,7.58,2,86.97,Secondary,Low,Yes,Yes,56.9,45.56
99.79,9.49,0,100.0,Higher,Low,Yes,Yes,35.83,84.84
99.22,7.48,5,26.28,Secondary,High,Yes,Yes,74.97,50.87
100.0,11.47,5,100.0,Secondary,Medium,No,Yes,70.55,65.67
25.98,6.56,3,60.79,Secondary,Low,Yes,Yes,58.87,55.82
57.47,3.98,5,20.64,Secondary,High,No,Yes,67.66,19.16
52.31,12.09,1,91.06,Secondary,Medium,No,Yes,50.35,67.87
100.0,4.04,4,80.9,Secondary,Low,Yes,Yes,33.92,65.04
95.14,3.29,0,49.64,Secondary,Low,Yes,Yes,100.0,63.64
100.0,0.42,4,100.0,none,Medium,No,Yes,100.0,56.49
47.88,7.56,1,66.65,Secondary,High,Yes,Yes,89.75,67.49
78.31,0.0,3,65.87,Secondary,Low,No,Yes,100.0,58.15
,3.05,3,89.3,Primary,Low,No,Yes,100.0,56.38
47.44,12.19,0,83.47,Higher,Low,No,No,37.61,78.51
78.09,4.78,0,96.29,none,High,Yes,Yes,81.6,66.16
80.54,5.94,1,59.16,Secondary,Low,No,Yes,77.06,49.05
84.83,6.89,3,59.84,Secondary,High,Yes,Yes,55.57,60.49
58.74,6.12,5,69.68,Primary,High,No,Yes,100.0,66.55
85.63,5.96,2,74.32,none,Low,Yes,Yes,100.0,86.95
75.12,5.33,1,94.9,Primary,Low,No,Yes,84.53,77.2
100.0,5.98,0,96.02,Higher,Low,Yes,Yes,54.93,77.2
64.33,7.47,1,68.57,Secondary,High,Yes,Yes,55.87,56.42
29.14,0.0,0,78.18,Higher,High,Yes,No,87.9,38.54
90.42,10.74,2,34.92,Secondary,Medium,No,Yes,35.96,56.43
83.4,10.11,3,71.78,Secondary,High,No,Yes,32.88,83.49
52.75,11.74,1,56.14,Higher,Low,Yes,Yes,100.0,63.53
66.84,8.5,1,100.0,Secondary,Medium,No,No,32.09,70.77
79.85,2.48,3,8.71,Higher,High,No,Yes,89.78,39.87
65.52,6.93,3,95.26,Secondary,Low,No,Yes,83.85,58.23
47.24,7.26,2,45.13,Secondary,High,No,Yes,43.25,63.25
70.01,1.33,3,100.0,Secondary,Medium,Yes,Yes,100.0,54.39
97.11,7.24,2,95.59,Higher,Medium,Yes,Yes,73.0,91.03
65.96,5.29,1,60.58,none,Medium,Yes,Yes,55.78,61.16
80.29,9.49,5,38.92,Secondary,High,Yes,Yes,100.0,81.95
70.46,7.32,0,64.83,Primary,Medium,No,Yes,69.66,68.97
44.12,3.41,1,67.02,Secondary,Medium,No,No,56.12,59.76
72.34,6.04,0,92.39,Secondary,Medium,Yes,Yes,85.31,73.75
63.87,6.59,3,94.88,Higher,High,Yes,Yes,86.8,66.41
93.96,9.14,0,62.85,Higher,High,Yes,Yes,100.0,94.95
100.0,9.29,5,61.56,Secondary,Medium,No,Yes,46.19,60.64
97.04,3.17,2,71.48,Secondary,Low,Yes,Yes,94.12,62.04
56.62,9.77,1,65.21,Secondary,Low,No,Yes,70.07,66.27
45.93,13.91,1,69.94,Secondary,Medium,No,Yes,47.31,41.78
37.16,6.06,3,87.96,Higher,Medium,Yes,Yes,61.1,40.14
79.23,0.0,4,80.89,Secondary,Low,Yes,Yes,100.0,52.87
,,1,50.54,Higher,Low,Yes,Yes,29.25,32.61
47.18,6.94,2,94.6,Higher,Low,No,Yes,44.93,68.01
100.0,10.41,0,96.9,Secondary,Medium,Yes,Yes,82.67,100.0
87.16,7.25,2,79.8,Secondary,Medium,Yes,Yes,82.66,87.37
83.4,7.39,0,100.0,Higher,Medium,No,Yes,77.08,81.49
82.16,6.89,1,86.97,Higher,High,Yes,Yes,67.93,71.36
100.0,1.79,3,70.03,none,Low,No,Yes,75.1,59.98
,7.29,3,95.7,Higher,Low,No,Yes,75.99,52.55
90.45,2.7,2,94.63,Higher,Low,No,Yes,43.06,75.31
97.58,11.82,4,71.53,Secondary,Low,No,Yes,66.19,52.25
100.0,4.97,3,82.61,Primary,Low,Yes,Yes,100.0,81.44
74.96,8.56,2,69.54,Primary,Low,Yes,Yes,53.64,77.22
100.0,3.94,3,68.36,Secondary,Low,Yes,No,90.01,60.23
29.29,6.57,0,33.31,Higher,Low,No,Yes,100.0,44.95
100.0,9.16,2,46.35,Higher,Low,No,Yes,100.0,74.64
85.57,10.51,2,59.04,Secondary,Medium,Yes,Yes,87.38,50.53
93.88,2.94,2,93.75,Primary,Low,No,Yes,100.0,87.05
42.9,6.3,1,77.89,Secondary,Low,Yes,Yes,83.16,67.85
41.29,7.88,1,51.6,Secondary,High,No,Yes,99.19,71.9
58.85,3.91,2,89.38,Secondary,Medium,Yes,Yes,100.0,71.53
75.5,11.14,0,57.07,none,Low,No,Yes,63.04,62.76
68.64,3.52,4,67.5,Secondary,Low,Yes,Yes,77.33,60.19
64.75,6.26,5,100.0,Higher,Medium,Yes,Yes,18.27,38.19
70.08,5.61,5,22.27,Higher,Low,No,Yes,61.62,33.96
16.63,10.36,1,100.0,Primary,High,Yes,Yes,95.03,53.93
85.66,11.93,2,47.73,Secondary,Low,Yes,Yes,77.88,77.3
,1.14,1,98.09,Higher,High,No,Yes,49.18,66.12
98.78,7.49,0,61.66,Secondary,High,Yes,No,99.45,74.65
63.1,4.11,3,78.88,Higher,High,Yes,Yes,100.0,58.75
65.7,13.75,3,100.0,Higher,Medium,Yes,Yes,100.0,97.16
78.95,8.21,3,82.19,Primary,High,Yes,Yes,40.57,82.08
92.1,4.82,2,57.58,Higher,Low,Yes,No,37.44,52.5
100.0,5.9,0,98.93,Primary,Low,Yes,Yes,4.63,64.77
73.98,11.17,4,63.24,Higher,Low,No,Yes,100.0,75.06
85.71,8.84,4,42.97,Secondary,Low,No,Yes,69.07,71.17
75.83,1.2,3,63.63,Secondary,Low,No,Yes,61.44,50.34
67.65,6.73,3,75.75,Primary,Low,Yes,Yes,69.46,58.62
26.94,1.22,0,58.84,none,High,Yes,Yes,100.0,51.79
80.15,6.83,3,30.25,none,Low,Yes,Yes,53.32,41.53
52.23,4.79,3,78.29,Higher,Low,No,Yes,91.64,48.03
96.77,6.45,1,82.94,Secondary,Low,Yes,Yes,86.12,81.83
53.3,10.19,3,50.79,Secondary,Low,No,No,13.62,38.72
60.79,4.33,0,37.74,Secondary,Low,Yes,Yes,82.9,39.78
54.45,10.04,0,56.18,Higher,Low,No,Yes,76.95,58.95
88.33,4.31,0,96.21,Secondary,Medium,No,Yes,65.2,74.53
67.42,5.94,2,86.91,Secondary,Low,Yes,Yes,88.31,72.5
89.21,10.0,1,35.31,Secondary,Medium,No,Yes,58.91,51.62
10.0,5.9,4,73.04,Secondary,Low,No,Yes,46.66,36.56
100.0,8.72,0,65.52,Higher,Medium,No,Yes,100.0,86.34
49.74,3.72,2,74.11,Higher,Medium,Yes,Yes,65.8,49.23
94.22,0.0,0,74.57,Secondary,Low,No,Yes,93.98,63.53
87.5,8.91,4,76.14,Higher,Medium,Yes,Yes,60.65,74.0
92.79,6.82,1,51.7,Secondary,Low,No,Yes,79.87,57.0
54.55,0.0,4,95.45,Higher,Medium,Yes,No,62.5,37.77
66.53,10.25,0,83.64,Primary,Low,Yes,Yes,82.94,100.0
84.96,6.42,0,100.0,Higher,Medium,No,Yes,49.02,82.96
75.1,5.25,0,60.2,Secondary,Medium,No,No,70.56,76.12
52.27,6.2,0,45.78,Secondary,Medium,No,Yes,100.0,67.52
89.33,8.3,4,88.42,Secondary,Medium,No,Yes,67.51,65.08
100.0,3.38,4,98.44,Secondary,Medium,Yes,No,100.0,73.43
64.46,1.88,0,68.22,Secondary,High,Yes,Yes,89.93,67.89
87.2,2.26,0,100.0,Secondary,Medium,No,Yes,67.5,79.91
80.7,9.69,3,100.0,Higher,High,Yes,Yes,74.7,73.92
65.73,0.0,0,59.98,Secondary,Low,No,Yes,85.73,76.36
95.16,7.2,1,47.97,Primary,Low,No,Yes,76.87,66.03
94.82,1.6,0,94.99,Secondary,Medium,No,Yes,74.23,82.31
